"id","platform","original_link","post_time","title","view_count","like_count","price","images","description","category","status","seller_location","expiration_date","market_price","capacity","parking","options","check_in_out_time","shipping_fee","transaction_location","transaction_method"
"","번개장터","https://www.번개장터.com/items/","2024-09-30 18:38:54.759015","신라호텔 더파크뷰 식사권(2장)","17","0","320000","https://media.bunjang.co.kr/product/291769299_{cnt}_1727658294_w{res}.jpg","10월4일까지는 추가요금 없이 사용가능
이후로는 7000원 추가결제후 사용가능(호텔측에 확인)","외식","SELLING","분당구 구미동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 18:36:54.759040","지박소년 하나코군 만화책 원서 11권 특장판 고스트호텔 초대장","90","6","100000","https://media.bunjang.co.kr/product/291409832_{cnt}_1727611540_w{res}.jpg","지박소년하나코군 11권초판원서,특장판11권원서,고스트호텔소책자,초대장,기타책구매시받은지류 일괄 양도합니다
소장용으로 Opp봉투에 넣어둬서 상태 좋아요!","만화","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 18:28:54.759050","강릉 씨마크호텔 숙박권 조식 2인과 상품권 20만원포함","6","0","480000","https://media.bunjang.co.kr/product/291836716_{cnt}_1727688448_w{res}.jpg","- 강릉 5성급 씨마크 호텔 주중 숙박권 양도합니다

- 프리미엄 디럭스 오션뷰 1박 / 성인4
- 추가비용없이 4인까지 무료숙박
- 주중권(일~목요일) , 공휴일 제외
- 조식 2인, 부대시설 20만원포함(인피니티풀 2인 또는 룸업글등 이용)
48개월미만 무료

24년 12월 31일까지

* 객실예약문의는 호텔에 문의해주세요

7호선 9호선 2호선 삼성동 인근 직거래","여행/숙박/렌트","SELLING","강남구 삼성2동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 17:52:54.759059","서울신라호텔 숙박권 팝니다.","11","0","500000","https://media.bunjang.co.kr/product/291831165_{cnt}_1727686284_w{res}.jpg","평일 주말 다 사용가능 하며 조식은 없습니다.
객실만 있으면 사용가능하고 전화로 객실예약해서 번호 불러주고 숙박권 가져가시면 됩니다.

직거래는 수원효동초등학교 앞
나머지는 택포해서 보내드립니다.","여행/숙박/렌트","SELLING","영통구 매탄4동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 17:51:54.759067","(10/1~10/2) 명동 더큐브호텔 숙박 (여성전용)","4","0","25000","https://media.bunjang.co.kr/product/291831058_{cnt}_1727686245_w{res}.jpg","명동 더큐브호텔 숙박입니다 
2024.10.01~2024.10.02 까지예요 여성전용칸이고 아침 조식 포함이에요
채팅 주시면 더 자세하게 설명해 드릴게요","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 18:00:54.759074","가격 내림/제주 해비치호텔 숙박권 및 해비치cc 4인그린피 이용 골프티켓","71","2","410000","https://media.bunjang.co.kr/product/288364503_{cnt}_1727493040_w{res}.jpg","가격내림 /2장 있습니다 1장가격44만->41만 
Superior Room

- 2인 조식 포함

- 식음업장 6만원 이용권 포함

- 수영장 무료

- 사우나 50% 할인

- 식음료 10% 할인

(제주해비치컨트리클럽 4인 그린피 호환이용 가능)

무료배송

24년12월31일까지","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 17:49:54.759082","대구 수성호텔 수영장및 사우나 이용권 4장","417","3","250000","https://media.bunjang.co.kr/product/243254043_{cnt}_1700226269_w{res}.jpg","이용권 4장 팝니다
원가 한장에11만원","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 17:49:54.759090","세븐틴 고양콘서트 PLAY&STAY 동반입장 호텔+티켓 양도","75","0","1500000","https://media.bunjang.co.kr/product/291242444_{cnt}_1727686089_w{res}.jpg","[Play&Stay] SEVENTEEN [RIGHT HERE] WORLD TOUR IN GOYANG
세븐틴 고양 콘서트 고양콘 플레이앤스테이 티켓 양도

10/12 (토) Play & Stay 동반입장
글래드여의도 호텔 + 티켓 1장 + MD

호텔은 10/11~10/13까지 2박 가능합니다!","콘서트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 15:49:54.759097","부천 캣츠 호텔 숙박","10","0","40000","https://media.bunjang.co.kr/product/291807098_{cnt}_1727676957_w{res}.jpg","주소는 경기 부천시 원미구 원미로 17번길 36 이고, 
부천역 근처입니다.
도보전용이고 입실은 오후 4시고 퇴실은 다음 날 오후 1시 입니다.
인원은 최대 2명 입니다.
궁금하신 내용 연락주세요
⭐오늘 이용입니다⭐","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 15:49:54.759104","강원도 체스터톤스 속초 호텔 10/6~10/7 온수 수영장","3","1","120000","https://media.bunjang.co.kr/product/291807601_{cnt}_1727679534_w{res}.jpg","10/6(일) ~ 10/7(월) 1박
체스터톤스 속초 못가게되어 판매합니다 ㅜㅜㅜ
투룸 슈페리얼 더블12만원에 올립니다
최대 6인 기본4인이에요
수영장도 온수라 좋으실거에요 연락주세요~!
오늘까지 취소라 안팔리면 취소하고 내릴께요","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 16:49:54.759111","강릉세인트존스호텔 숙박권(인피니티풀2인포함)","101","1","260000","https://media.bunjang.co.kr/product/289413395_{cnt}_1727087324_w{res}.jpg","- 10월12일(토) 26만원 골져스오션트윈
- 10월12일(토) 27만원 골져스 패밀리 파셜트윈

*인피니티풀 투숙객 프론트 선구매할인시 대인4만원,소인2만5천원
*골져스오션트윈 (높은층 정면오션) 더블+싱글
*골져스패밀리 파셜트윈(높은층측면오션)더블 +더블
*체크인 16시, 체크아웃 11시
*반품 불가
(불가피할경우 연락 주시면 다른 이용자 있을경우 환불해드립니다)","여행/숙박/렌트","SELLING","하남시 감일동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 15:49:54.759121","호텔나루 앰갤러리 10/4-5(1박2일) 리버뷰","7","2","207000","https://media.bunjang.co.kr/product/291807305_{cnt}_1727677175_w{res}.jpg","안녕하세요 남편이랑 서울 여행 계획하고 숙소 결제했는데 집에 일이생겨 숙소양도합니다.
마포역에 위치해있고 여의도방향으로 리버뷰펼쳐있어요
호텔나루-앰갤러리 20만원 10월 4일-5일 디럭스 리버뷰(최대 2인/성인2인+미취학아동 1인 가능)
https://www.hotelnaruseoul.com/
마포역 근처 위치해있고 수영장(인피니티풀,실내수영장),사우나,피트니스 무료 제공","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 16:49:54.759128","호텔 레스토랑 메뉴관리론 (거의 새 책)","8","0","15000","https://media.bunjang.co.kr/product/256351214_{cnt}_1724424519_w{res}.jpg","앞에 살짝 표시한 부분은 있으나, 거의 새 책 수준입니다.
호텔조리 전공하시는 분에게 도움이 되는 책입니다. 저는 전공을 바꿔서 판매글 올립니다.

대학교 서점에서 정가 26,000원 다 주고 샀습니다.

❤️️배송 관련♥️
1. 배송비 별도입니다. (반값택배/ 일반택배)
  -당일~1일 이내 발송!!
2. 중고 장터 교환/환불은 법적으로 의무가 아니기에 불가능합니다.
3. 에눌, 찔러보기 사절입니다.
 * 프로필 공지사항에 상세한 내용이 적혀 있습니다.","여행/취미/레저/건강","SELLING","경산시 압량면","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 15:49:54.759135","부산 해운대 숙소 호텔 양도합니다 (부국제 부산락페 굿밤콘)","32","0","80000","https://media.bunjang.co.kr/product/291807564_{cnt}_1727686434_w{res}.jpg","10.3 체크인  ~ 10.4 체크아웃 2명

해운대 바닷가 앞 도보 5분거리 숙소입니다
해운대 엘시티 근처고 위치는 정말 좋아요!
138635원에 결제한
에어비앤비 숙소인데
8만원에 양도해드려요
(거래후 환불불가합니다)","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 15:49:54.759142","서울 신라호텔 평일 야외수영장포함 숙박권","106","5","400000","https://media.bunjang.co.kr/product/289451672_{cnt}_1726373078_w{res}.jpg","어번아일랜드 올데이 2인 패키지구요 주말은 조금 추가금있어요 날짜 변경 가능합니다","여행/숙박/렌트","SELLING","중구 필동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 15:49:54.759149","서울 그랜드 인터컨티넨탈 서울 파르나스 호텔 클래식룸 1박","106","0","570000","https://media.bunjang.co.kr/product/286887825_{cnt}_1725811235_w{res}.jpg","24.12.21 ~ 12.25 사용불가 
24.12.28 ~ 12.31 사용불가

2025.7.31일까지입니다
직거래 혹은 등기우편 거래합니다
택배 시 택배비 별도입니다","여행/숙박/렌트","SELLING","계양구 계산1동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 15:49:54.759156","영종도 호텔 4성급 (패밀리트윈/더블) 일주일전 예약","4409","77","60000","https://media.bunjang.co.kr/product/134697293_{cnt}_1727006139_w{res}.jpg","*** 일주일전 예약가능

패밀리 트윈or 더블 항구전망 (바다뷰)
TIP! 전객실 바다 조망! 구읍뱃터 도보3분


[요금]
평일 기준 : 6만원
일-월 기준 : 9만원
주말(금토일 공휴일) : 10만원

*번개페이 수수료 3.5% 별도

[상세정보]
* 전 객실 오션뷰 & 테라스 보유
  : 인천의 해안선을 따라 펼쳐지는 360도 전객실 스카이 오션뷰의 프리미엄 호텔
* 호텔 인근 관광 명소
  : 영종 씨사이드 파크 (레일 바이크), 영종진 공원, 영종 관광 어시장, 영종 역사관 / 도보 이동 가능
* 호텔 ↔ 인천공항은 차량 20분 소요","여행/숙박/렌트","SELLING","부천시 중1동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 15:49:54.759163","도쿄 다이이치호텔 10월 25일 체크인 판매합니다","34","0","1234567","https://media.bunjang.co.kr/product/289720478_{cnt}_1726500146_w{res}.jpg","긴자 다이이치호텔 숙박권 판매해요
취소 불가능이라 올려봅니다
43만원 주고 구매했는데 
가격 제시 해주시면 최대한 맞춰드릴게요~","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 14:49:54.759170","제주도 해비치호텔 스위트  오션뷰 주말가능","106","1","365000","https://media.bunjang.co.kr/product/285691589_{cnt}_1727256437_w{res}.jpg","성수기 연휴 말곤 주말 사용가능해요
룸온니
오션뷰에요~","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 14:49:54.759182","조선호텔 통합권 주말가능 기한 길어요","18","0","630000","https://media.bunjang.co.kr/product/290482701_{cnt}_1727318759_w{res}.jpg","사용 가능한 호텔 다 찍어 놓앗습니다
기한 길고 주말가능 12.24~26일 12/31일빼고 다사용 가능하다고 보면 됩니다
부산이랑 제주는 여름성수기 1/1 추가로 사용 불가
호텔별 혜택 확인하고 톡 주세요","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 13:49:54.759189","십센치 호텔룸 4.0 양도","1062","25","500","https://media.bunjang.co.kr/product/215143622_{cnt}_1677141882_w{res}.jpg","십센치 호텔룸 친필싸인 엽서, 스티커, 카드키 (하자x)
4.0 앨범 양도합니다 앨범은 잔기스가 있어서 번톡 주시면 보여드리겠습니다. 개별구매 가능합니다
제시 연락 주세요
반택 준등기 가능합니다","공연/전시/행사","SELLING","중구 목동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 13:49:54.759195","그랜드부다페스트호텔 랩핑지","290","8","4000","https://media.bunjang.co.kr/product/222216264_{cnt}_1682425256_w{res}.jpg","50장 

A4 반사이즈의 양면 랩핑지입니다

지에스반택 2000
일택 3800","학습도구/문구/필기류","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 14:49:54.759204","제주도 해비치 호텔 or 해비치cc 4인그린피 가능","191","3","400000","https://media.bunjang.co.kr/product/281086528_{cnt}_1725165822_w{res}.jpg","숙박도 가능하고 성수기 크리스마스 다 가능하고
4인 그린피로도 가능 합니다
2장 있습니다
인증 다가능해요","테마파크","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 13:49:54.759211","씨마크 호텔 이용권 판매합니다.","450","4","550000","https://media.bunjang.co.kr/product/274489831_{cnt}_1725921935_w{res}.jpg","강릉 5성호텔 씨마크 숙박권입니다.

프리미엄 디럭스 / 조식 2인 / 시설이용권 20만원 포함상품입니다 

문의사항은 연락주세요.","여행/숙박/렌트","SELLING","의왕시 오전동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 14:49:54.759217","메종글래드제주 주니어스위트룸 ~8/16부터 6개월 제주호텔숙박","300","5","160000","https://media.bunjang.co.kr/product/280210326_{cnt}_1727262244_w{res}.jpg","메종글래드제주 주니어스위트룸 1박
~8/16부터 6개월 간 사용 가능하고 최소 2주전까지 예약해야 하는
상품입니다. (룸만 해당)

경품 당첨되었는데 제주도 다녀온지 얼마안되어 판매합니다

현재 룸 가격만 평균 30만원 넘는 가격입니다

티켓을 직접 카운터 제출해야 해서 직거래 환영입니다","여행/숙박/렌트","SELLING","부평구 삼산2동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 13:49:54.759224","식품영양 외식산업 호텔조리 전공도서","562","12","20000","https://media.bunjang.co.kr/product/65902894_{cnt}_1708606911_w{res}.jpg","책 상태에 따라 30~60% 할인해서 드려요

필기상태나 년식 등 고려해서 책정합니다

사진도 보내드리니 문의바랍니다^^","학습/사전/참고서","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 12:49:54.759231","(9/10월) 제주도 신화월드 호텔 & 리조트","1631","29","140000","https://media.bunjang.co.kr/product/243230465_{cnt}_1725247236_w{res}.jpg","🕌 제주신화월드 호텔 & 리조트

✅ 실시간 예약 가능 [근무시간중 09:30-18:00]​​​
​✅ 조식포함 예약 가능 (호텔&리조트 요금 동일) ▶조식할인: 44,000(성인/1인), 33,000(아동/1인-37개월~만12세)
​✅ 체크인시 프런트에서 테마파크 빅3이용권을 드립니다(전객실 제공. 예약정원에 한함)​
✅ 호텔 입실가능 인원 : [슈페리어, 디럭스](성인2인+아동1인), [패밀리트윈](성인3+아동1인), [커넥팅룸](성인4인)
※ 패밀리트윈과 커넥팅룸은 (성인2+아동2인)도 가능합니다
✅ 리조트 입실가능 인원 :
​​​​​- 기본정원 : 성인5인 (인원추가료 : 아동1인 22,000, 침구추가료 : 33,000 // 합계 55,000)
​​​​- 최대정원 : 성인5인+아동4인 (아동은 추가요금 적용) -> 인원,침구 추가료 55,000/인당)​​
- 패밀리스위트 온돌 : 기본정원(성인6인), 최대정원(성인6인+아동3인)



⭐ 주중요금(일,월,화,수,목) 9/1~10/31 (추석, 개천절 연휴 및 주말요금 제외)

📌 ​랜딩관 호텔

슈페리어(킹/트윈)-14만/ 디럭스킹-17만/ 디럭스 패밀리트윈-21만/ 커넥팅룸(킹+트윈)-25만


📌 신화관 호텔 스카이풀+워터파크 (무료이용)

슈페리어(킹/트윈)-​18만/ 디럭스킹- 23만/ 디럭스 패밀리트윈- 27만/ 주니어스위트- 31만/ 커넥팅룸- 38만


📌 메리어트관 호텔 모실수영장 (무료이용)​, 미니바 투숙기간중 1회 (무료이용)

디럭스(킹/트윈)- 19만/ 프리미어(킹/트윈)-23만/ 프리미어 패밀리트윈-26만/ 커넥팅룸-37만​

디럭스 스위트-29만/ 프리미어 스위트-51만/ 프레지덴셜 스위트-73만

​
​📌​ 서머셋 리조트 (46평/3룸) 탐모라수영장​ (무료이용)

패밀리스위트(침대방3)-31만/ 패밀리스위트 온돌(침대방2+온돌방1)-35만/ 키즈캠핑-35만/ 키즈 레이싱-38만

펫 프렌들리룸-45만



⭐ 주말요금(금,토)

9/1~10/31 (추석,개천절 연휴 제외) & < 9/18,19(수,목), 9/29,30(일,월) 10/1,2(화,수) 10/9,10(수,목) >

​​📌 랜딩관 호텔 

슈페리어(킹/트윈)-16만/ 디럭스킹-19만/ 디럭스 패밀리트윈-23만/ 커넥팅룸(킹+트윈)-27만


​📌 신화관 호텔 스카이풀+워터파크 (무료이용)​

슈페리어(킹/트윈)-21만/ 디럭스킹-26만/ 디럭스 패밀리트윈-31만/ 주니어스위트-35만/ 커넥팅룸-42만


​​📌 메리어트관 호텔 ​모실수영장 (무료이용), 미니바 투숙기간중 1회 (무료이용)

디럭스(킹/트윈)-23만/ 프리미어(킹/트윈)-26만/ 프리미어 패밀리트윈-29만/ 커넥팅룸-40만

디럭스 스위트-33만/ 프리미어 스위트-55만/ 프레지덴셜 스위트-77만


​​​📌 서머셋 리조트 (46평/3룸) ​탐모라수영장 ​(무료이용) ​

패밀리스위트(침대방3)-38만/ 패밀리스위트 온돌(침대방2+온돌방1)-42만/ 키즈캠핑-42만/ 키즈 레이싱-45만

펫 프렌들리룸-51만



⭐ 성수기 요금 (추석,개천절연휴) 9/14~17, 10/3~5​​

​​📌 랜딩관 호텔 

슈페리어(킹/트윈)-22만/ 디럭스킹-26만/ 디럭스 패밀리트윈-29만/ 커넥팅룸(킹+트윈)-39만


​📌 신화관 호텔 스카이풀+워터파크 (무료이용)​

슈페리어(킹/트윈)-35만/ 디럭스킹-39만/ 디럭스 패밀리트윈-44만/ 주니어스위트-48만/ 커넥팅룸-60만


​​📌 메리어트관 호텔 ​모실수영장 (무료이용), 미니바 투숙기간중 1회 (무료이용)

디럭스(킹/트윈)-28만/ 프리미어(킹/트윈)-32만/ 프리미어 패밀리트윈-35만/ 커넥팅룸-51만

디럭스 스위트-38만/ 프리미어 스위트-60만/ 프레지덴셜 스위트-82만


​​​📌 서머셋 리조트 (46평/3룸) ​탐모라수영장 ​(무료이용) ​​*9/14~16추석연휴 마감

패밀리스위트(침대방3)-59만/ 패밀리스위트 온돌(침대방2+온돌방1)-62만/ 키즈캠핑-62만



팔육이팔칠일일사
언제든 문자주세요😊","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 13:49:54.759238","샹그릴라 호텔 리조트 골든 멤버십 러기지 태그","4","0","6000","https://media.bunjang.co.kr/product/281661409_{cnt}_1722044664_w{res}.jpg","샹그릴라 호텔 리조트 골든 멤버십 러기지 태그","여행/숙박/렌트","SELLING","파주시 운정5동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 12:49:54.759244","천안 호텔 숙박 예약 판매","20","0","35000","https://media.bunjang.co.kr/product/291783163_{cnt}_1727666592_w{res}.jpg","갑작스럽게 못 가게 되어서 급하게 판매합니다","여행/숙박/렌트","SELLING","서북구 성정1동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 10:49:54.759250","나인트리 프리미어 판교 호텔 숙박양도","23","2","120000","https://media.bunjang.co.kr/product/291771158_{cnt}_1727659510_w{res}.jpg","현재 여기어때 16.5

제가 전화로 호텔에 예약해드리고 예약번호 드리면 확인하시고 입금주셔도 됩니다

원하는 날짜 (공휴일 토요일 제외) 가능하고
스탠다드 트윈 or 더블 중 선택 가능합니다


3장까지 있으니 원하시는 만큼 구매가능합니다","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 10:49:54.759257","10/2(수) 호텔 숙박권 양도합니다.","12","0","80000","https://media.bunjang.co.kr/product/291773145_{cnt}_1727660725_w{res}.jpg","10/2(수) 강남소재 호텔 숙박권 양도합니다.

https://naver.me/FDmv0HbE
먼저 호텔홈페이지 링크남겨드립니다.

카푸치노 킹룸이며, 126,000원에 예약했으나 취소가 불가능해서 급하게 양도합니다.

확실히 결정하고 연락주시면 감사하겠습니다.

입금확인되면 바로 예약번호 남겨드리겠습니다.
원하신다면 서울내에서 대면거래도 가능합니다.","여행/숙박/렌트","SELLING","도봉구 쌍문제4동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 13:49:54.759264","10/3체크인 1박 강릉 스카이베이 경포호텔 바다전망고층 숙박권온리 양도","243","9","258000","https://media.bunjang.co.kr/product/270312118_{cnt}_1727670302_w{res}.jpg","- 이그제티브 트윈 바다전망 고층 
20층피트니스포함

- 싱글침대1, 더블침대1
(침대감안하셔서 인원생각하셔야 합니다.)​
(전망구분없이 올라오는 객실들은 바다못보는 전망입니다. 가격차가 큽니다.)

- 원하시면, 본인 성함으로 체크인되도록 등록해드립니다.
(제 이름으로 예약완료된 건을 양도해드리는 겁니다.)

- 문자보단 전화주시면, 예약내용 설명이 쉽겠네요

- 거래내역 확인으로, 안심되시는 분만 연락주세요

- 해당일 이그제티브 트윈 바다전망 최저가랑 금액 비교하시면 결정에 도움되실 듯 합니다.","여행/숙박/렌트","SELLING","동안구 호계2동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 12:49:54.759272","페어몬트 앰배서더 서울 5성급호텔 판매해요!","9","0","420000","https://media.bunjang.co.kr/product/291783771_{cnt}_1727677512_w{res}.jpg","1,030,000원 상품을 특가상품으로 조식2인포함을 무려 40만원대로 이용할 수 있어요!💖
연락주세요!!!!!
온라인전송입니다!!","여행/숙박/렌트","SELLING","중랑구 면목본동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 09:49:54.759289","창원 AT비지니스호텔 1박2일 숙박권(조식포함)","8","0","55000","https://media.bunjang.co.kr/product/291766832_{cnt}_1727663785_w{res}.jpg","야x자로 예약한 10.17-18 1박 2일 창원 AT비즈니스호텔 스탠다드 더블(조식포함) 판매합니다

https://place-site.yanolja.com/places/3001646/414992/411222?checkinDate=2024-10-17&checkoutDate=2024-10-18&capacityAdult=2","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 12:49:54.759295","5일 불꽃축제 페어몬트 호텔 객실 확보 저렴하게 양도","30","0","650000","https://media.bunjang.co.kr/product/291782921_{cnt}_1727665988_w{res}.jpg","5일 불꽃 축제 당일 페어몬트 호텔

전망 불확실이라 저렴하게 양도합니다.

2베드룸 프리미어 스위트 : 프리미어 스위트룸은 침실 2개, 욕실 2개, 거실 및 소파와 3인용 식탁으로 구성되어 있습니다. 매일 아침 식사, 애프터눈 티, 저녁 칵테일을 제공하는 골드 라운지를 이용할 수 있습니다. 140만원

2베드룸 이그제큐티브 스위트: 이그제큐티브 스위트룸은 침실 2개, 넉넉한 크기의 욕실, 작업용 책상, 컴퓨터, 편안한 소파, 라운지 의자가 있는 거실로 구성되어 있습니다. 매일 아침 식사, 애프터눈 티, 저녁 칵테일을 제공하는 골드 라운지를 이용할 수 있습니다. 160만원

1베드룸 시그니처 스위트: 라운지 포함 110만원

페어몬트 디럭스 룸 70만원 (고층)

페어몬트 룸 65만원","여행/숙박/렌트","SELLING","영등포구 여의동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 12:49:54.759302","페어몬트 호텔 스펙트럼 뷔페 2인 식사권","14","0","300000","https://media.bunjang.co.kr/product/291653943_{cnt}_1727592552_w{res}.jpg","1인당 17만원 (주말 기준)

여의도 페어몬트 호텔 스펙트럼 뷔페

2인 이용권입니다.

무료주차 최대 3시간 가능합니다.

유효기간은 2024년 12월 27일까지 입니다.

월~토 점심, 저녁 가능

공휴일, 12월24일,25일,31일은 사용 불가하며,

서울 세계 불꽃 축제기간 및 12월에는

추가 금액이 발생합니다.","외식","SELLING","소사구 소사본동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 09:49:54.759309","강릉세인트존스호텔 숙박양도","79","2","170000","https://media.bunjang.co.kr/product/290923266_{cnt}_1727392073_w{res}.jpg","세인트존스호텔 최고전망 객실 (전면 바다뷰, 객실내 일출조망 가능, 사진 참조)

* 객실타입: 골져스오션더블 풀오션뷰
* 가격
   9/27(금): 17만
   9/28(토): 27만
   9/29(일): 22만
   9/30(월), 10/1(화): 19만
   10/2(수): 22만
   10/3(목): 30만
   10/4(금): 27만
   10/5(토): 30만
   10/6(일): 16만

* 조식/수영장 불포함 (투숙객 할인 15% 가능)
* 얼리체크인 한시간 포함 (체크인 대기 불필요)
* 거래방식: 번개페이 결제 > 예약번호 전송 (판매자) > 예약번호 확인후 구매확정 (예약번호는 호텔에서 확인가능)","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 12:49:54.759315","미스터리 도서 책 호텔 로완트리","25","1","5000","https://media.bunjang.co.kr/product/249811584_{cnt}_1710648430_w{res}.jpg","다 읽어서 판매합니다.","시/소설","SELLING","서산시 동문2동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 08:49:54.759321","리조트 호텔 펜션 주중 숙박이용권","126","0","30000","https://media.bunjang.co.kr/product/287526875_{cnt}_1726998977_w{res}.jpg","국민복지몰 주중 숙박이용권
 국민복지몰 회원가입후
전국30곳 펜션/리조트/호텔 중 한군데 주중에 3만원만 내고 1박 숙박가능한 이용권입니다
기한은 회원가입후1년입니다
사진 참고해주세요","여행/숙박/렌트","SELLING","포천시 선단동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 08:49:54.759328","리조트 호텔 펜션 주중 숙박이용권","40","0","30000","https://media.bunjang.co.kr/product/289603297_{cnt}_1726998915_w{res}.jpg","국민복지몰 주중 숙박이용권
 국민복지몰 회원가입후
전국30곳 펜션/리조트/호텔 중 한군데 주중에 3만원만 내고 1박 숙박가능한 이용권입니다
사진 참고해주세요","여행/숙박/렌트","SELLING","포천시 선단동","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 10:49:54.759335","국내외 호텔 숙박권 양도판매합니다","440","16","1000","https://media.bunjang.co.kr/product/271612478_{cnt}_1718173527_w{res}.jpg","해외/국내 호텔권 양도판매합니다

해외/국내있는 모든 호텔 및 리조트
일반예약가에 30~40% 정도 저렴한 금액으로
호텔 및 리조트 숙박권 양도판매합니다.

채팅하기로 아래양식 작성 후 문의주시면 안내해드릴게요

↓↓↓↓↓↓↓↓↓↓↓

1. 예약하실 호텔이름
2. 룸이름
3. 예약하실 날짜 및 인원수
(문의기준 1주일 이내 예약은 방이 없습니다.
최소 1주일 텀두고 예약요청 주세요)","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 07:49:54.759342","동강시스타리조트, 블룸비스타호텔 양도","39","1","500","https://media.bunjang.co.kr/product/290676491_{cnt}_1727650011_w{res}.jpg","10월 3일 영월 동강시스타리조트 스위트b룸(39평)
양도가격 20만원

10월 3일 양평 블룸비스타호텔 --- 20만원
패밀리 트윈룸, 조식2인, 사우나 2인, 몽상클레어 쿠키세트, 까페음료 2인, 마카롱","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
"","번개장터","https://www.번개장터.com/items/","2024-09-30 07:49:54.759349","아고다 트립닷컴 대리구매 해외 호텔삽니다 85%","27","0","1000000","https://media.bunjang.co.kr/product/291232331_{cnt}_1727647764_w{res}.jpg","110~150정도 예상합니다.

85%에 구매합니다.

사기 절대 안통힙니다

신원확실하신분이랑만 거래합니다

예약확인 후 입금 1분컷약속드립니다","여행/숙박/렌트","SELLING","N/A","","","","","","","","",""
