platform,original_link,post_time,title,view_count,like_count,price,images,description,category,status,seller_location,expiration_date,market_price,capacity,parking,options,check_in_out_time,shipping_fee,transaction_location,transaction_method
,,,,,,,,,,,,,,,,,,,,
당근마켓,https://www.daangn.com/articles/836464147,2024-10-02 12:54:31,호텔 양도,664,11,"11,111원","https://img.kr.gcp-karroter.net/origin/article/202410/55ca9f67d8ab8f6a5fa735e83e99671ee901bb2821a5eb164a51b15bfe98adde_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/55ca9f67d8ab8f6a5fa735e83e99671ee901bb2821a5eb164a51b15bfe98adde_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/5b16839f6e8c4b6f4b00ebfa90139d0c0d0da29fca9cec0d773b3d499b2d7cfc_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/056fbbab02d19c7d444b7d79fc9d9f61371f5f386d3066b5cc5fb7aef674be00_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/92e2787e895f2647f7fb03058ed3572f2e269889f5b34a557fb00742094249b0_2.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/92e2787e895f2647f7fb03058ed3572f2e269889f5b34a557fb00742094249b0_3.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/97b93cd85d3c142edd16bd87f5f0cb04bcf51335feb63421496fc6d30dc7b48d_4.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/0d33000ae801460a5e34b4aca6f4e13bff1153f168149f03f201aaa1f3e9e81c_5.webp?f=webp&q=95&s=1440x1440&t=inside","1. 횡성 웰리힐리파크리조트 
- 10월 3일, 4일, 5일 패밀리룸 (15만원), 스위트b룸(17만원)
- 워터플래닛 4인 50%,,  루지 44인 50% 할인권
2. 10월 8일 롯데속초리조트 콘도 디럭스 패밀리룸+커피2잔, 인피니티풀, 워터파크 40%할인권 (25만원)​",티켓/교환권,판매중,연수구 송도3동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/832373103,2024-10-02 12:53:31,속초 체스터톤스 호텔,310,7,"170,000원","https://img.kr.gcp-karroter.net/origin/article/202409/7bd0c8a4acb3c38694ff9638a01c1523405d82241a662bc27774b805bbe6c7b2_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202409/b7bd1c160194279af82f0c95717a88ef62823262737afcc39ddda2ef50ecdcd8_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202409/2cfeadc28b2dfb4ee2bbaa515791f5deb87684e6e1d4f7046be1793a7be5d499_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202409/46b061eff0a9360ff4bab4f89bbc6949a30e86a6df92b77a56d3456072fcdff0_0.webp?f=webp&q=95&s=1440x1440&t=inside","속초 체스터톤스 숙박권입니다.
3매구요~
원하는 매수 만큼 가능하세요.
투룸 슈페리어 더블 1박권 (1매) + 
치유인 사우나 4인 
(주중.주말.연휴 가능)
체크인 후 1층 수영장 사용가능해요.
최대 6인까지 가능해요.
침대방 1.  작은 온돌방1. 화장실 2. 거실1
(인터넷 검색하면 자세히 나와있어요)
원하는 날짜 말씀해주시면 
제가 확인 후 예약하고 입금해주시면 돼요.
예약했어도 지류티켓 없으면 입장불가해요.
티켓 받으러 오셔야해요.
(상황에 따라 조율 후 가져다 드릴 수도 있어요)
(취소. 환불 불가. // 신중히 선택해주세요)",티켓/교환권,판매중,부천시 여월동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840996796,2024-10-02 12:52:31,수성호텔 vip 티켓 1장,4,0,"34,000원",https://img.kr.gcp-karroter.net/origin/article/202410/b1bfe5715f5cfdd3615d2f89aba454c5d3eba810242ef31b7c627328f251b0b1_0.webp?f=webp&q=95&s=1440x1440&t=inside,"수성호텔 호텔수성 vip 티켓  (수영장,루프탑,인피니티풀, 온천, 사우나, 이벤트탕)
*비대면가능",티켓/교환권,판매중,북구 매천동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840996718,2024-10-02 12:52:31,코엑스 주차권 (유효기간없음),11,1,"5,000원",https://img.kr.gcp-karroter.net/origin/article/202410/2e653f9ffbb8a10c60d4b928e4511518b7293a36e5c44bb2f680b646651bd8ec_0.webp?f=webp&q=95&s=1440x1440&t=inside,"코엑스 5시간 주차권입니다.
(원래 코엑스 기본 주차요금 1시간 6000원) 
유효기간 없음.
사진거래- QR코드로 전송 드립니다.
*티맵에서 ""코엑스 오크우드 호텔 주차장"" 검색해서 들어가시면 됩니다 !
주차장은 지하 3,4층으로 가시면
지하 1,2층 코엑스랑 연결되어 있습니다.
좋은하루보내세요:)",티켓/교환권,판매중,강남구 개포동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840996562,2024-10-02 12:52:31,"아난티 리조트호텔 가평, 코브, 빌라쥬드, 남해, 제주 숙박권 양도",12,0,"540,000원","https://img.kr.gcp-karroter.net/origin/article/202410/f4c58d7ed2b147b8d2e1803779d054b1ecef62f2049338b37cb7fe95bcb4b574.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/f4b41d5db4177f9604366569438cd5e2fc7ebfcee8122051c079b85c075dcf4a.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/bf0fa9a4df38f55489a1c60576562bf0810bcbc9e29c08f4609eace749dbcacd.jpg?f=webp&q=95&s=1440x1440&t=inside","남해 빼고 (평일)일-목 체크인 가능, 금토 불가.
남해 주말권만 금,토 체크인 가능
아난티 리조트호텔 가평, 코브, 빌라쥬드, 남해, 제주 숙박권 양도
1. 자유숙박권 : 56만원
가평 테라스,무라타,풀하우스, 부산 풀하우스, 클리퍼 등등 중에 선택해서 1박 가능(식사크레딧 없음)
2. 가평 코드 테라스하우스 숙박 및 식사크레딧 30,40,60만원 포함 : 64,69,79만원
2-1. 가평 테니스코트 2시간 이용권 
3 남해 펜트하우스A 숙박 및 식사크레딧 30만원 포함 : 54만원
3-1. 남해(주말) 펜트하우스A 숙박 및 식사크레딧 40만원 포함 : 63만원
3-2. 제주 주중주말 4인 숙박 + 골프그린피 + 조식 + 카트비 제세공과금 포함 100만원
유효기한 3개월
3-3. 제주 주중주말 골프그린피 4인 제세공과금 포함 35만
4. 부산 코브 테라스풀하우스A 숙박 및 식사크레딧 40,60만원 포함 : 67,77만원
5. 부산 빌라쥬드 클리퍼듀플렉스 숙박 및 식사크레딧 60만원 포함 : 74만원
기타 다른방 가능, 문의
유효기한 2025년 6월",티켓/교환권,판매중,남구 사직동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/837475595,2024-10-02 12:51:31,요가복,106,1,"18,000원","https://img.kr.gcp-karroter.net/origin/article/202409/9babe2065258573fe59fe558e041767a6d8847bc3d6dd2400e0ec6e427438172_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202409/7f1d7f75675048161db47ac6c82799ee04612ad365aaddf66d42da104780d2e3_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202409/a6e8712b049a9b6db0fe3ad5edc76ab98bd243918b748df6b5f176cded84ad11_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202409/4ca04fd9196a53bbdfa8f23f35543b9ae31826c4363263d6f4b86b06b3aaa807_3.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202409/4ca04fd9196a53bbdfa8f23f35543b9ae31826c4363263d6f4b86b06b3aaa807_4.webp?f=webp&q=95&s=1440x1440&t=inside","스판이쨍쨍하고 화려한문양의 요가복
새제품입니다 입으면 예뻐요
작년여름에 구입해 놓고 자신이 없어서 (갑자기 살이쪄서)
못입어본 요가복입니다 
배불룩 팔뚝불룩 자신이없어 눈물을머금고 당근합니다
55사이즈에서66사이즈까지 입을수있습니다
마지막사진 S사이즈 요가레깅스(당근색) 는
요가복 한벌사시는분께 그냥드립니다
요가복으로 입기도하지만 가끔 호텔수영장에서 Swiming suit로
입으면 일석이조의 옷입지요",스포츠/레저,판매중,서귀포시 법환동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840986215,2024-10-02 12:35:31,파타야 힐튼호텔 디럭스룸 10/12~13,21,0,"400,000원","https://img.kr.gcp-karroter.net/origin/article/202410/656c9900af5958b7e6ba9df0d6a582919ae9d8b3641614d9a7d8da53f1da267d.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/829dd629f8ca597456d79c10cf0a7a9993a39f42025dd5f88cb9bca9fe23d229.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/b786b19316cd0515aaaf01f4e3b3604f51b292a9ac305ae6249a17c552740272.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/204ad853c84d1c77bb827be87ecda19ebb5560c93264750c14bd46e22f258381.jpg?f=webp&q=95&s=1440x1440&t=inside",연락주세요,티켓/교환권,판매중,수원시 영통구 영통동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840985501,2024-10-02 12:34:31,멕시코 칸쿤 TRS호텔 모자  (새상품),11,1,"3,000원",https://img.kr.gcp-karroter.net/origin/article/202410/0a58d6ba0573508158d8dcb2879038b40e0520f6b222bcb290625e7dbea2388a_0.webp?f=webp&q=95&s=1440x1440&t=inside,"각각 3,000원이요",기타 중고물품,판매중,안양시 동안구 비산동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840984922,2024-10-02 12:33:31,글램 호텔 숙박,57,0,"60,000원","https://img.kr.gcp-karroter.net/origin/article/202410/ee4d6d4d8518764f1b855ce8c0eb756e7bf0d543c5071fc21774207427f8370a.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/1b2311cbe701814d56b78a5bcb59052f777e9d8e99072a3c28b0c09fbb9d10b2.jpg?f=webp&q=95&s=1440x1440&t=inside","경희대 글램 호텔 숙박권 판매합니다.
연락주세요:)",티켓/교환권,판매중,종로구 창신제2동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840984846,2024-10-02 12:33:31,호텔수성 인피니티 수영장 티켓 3장 사봐요!,29,2,"100,000원",https://img.kr.gcp-karroter.net/origin/article/202410/4454a7852a68805c3d55e28654aefcd74738c9b65efd7a692a36da5548f09108_0.webp?f=webp&q=95&s=1440x1440&t=inside,"연락부탁드려용
답늦을수도있어요!",티켓/교환권,판매중,북구 산격동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840983318,2024-10-02 12:31:31,글램 호텔,42,1,"60,000원","https://img.kr.gcp-karroter.net/origin/article/202410/547450fb9b414dc9df2bdc89077e649f50257eb24543ae692c982aa77f032fee.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/a7acf6ed92d0bb8ce0143d5eba7295bce24c95c37287c8536f1dd8cf1f983892.jpg?f=webp&q=95&s=1440x1440&t=inside","10월 2일~3일
오늘 숙박입니다.
2일 20시 입실
3일 12시 퇴실
경희대 글램 호텔이고 금연객실에 매우 평점 좋은 호텔입니다. 저렴한 가격에 가져가세요!
연락주세요:)",티켓/교환권,판매중,광진구 군자동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840983146,2024-10-02 12:30:31,주문진 호텔 양도합니다,188,5,"80,000원",https://img.kr.gcp-karroter.net/origin/article/202410/a40cefb916f737ffd5a6386433631a20b41e10d346446fa48372e320001396ec.jpg?f=webp&q=95&s=1440x1440&t=inside,사정이 생겨서 못가게 되서 양도합니다.,티켓/교환권,판매중,원주시 단구동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840982504,2024-10-02 12:29:31,[새제품] 프리미엄 호텔 디퓨저 판매합니다~!,6,0,"20,000원","https://img.kr.gcp-karroter.net/origin/article/202410/fb6fdba6c6f339581904bb2016f908a2949a4f0f7fee501e51cdd4ebae0daf36.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/71d2a5e21d602a2e8514d02eed8bf0dbd246ea316107aacf34f9766e3c097fcc.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/2aa70deeb63eebb749beee7ea0cce166198d79cc848f4442d2ceaa8e3ba7d0bc.jpg?f=webp&q=95&s=1440x1440&t=inside","ANGSANA residences Yeouido Seoul 프리미엄 호텔 디퓨저(150ml) 판매합니다~!
선물받았는데 평소에 디퓨저를 사용하지 않아서 판매합니다 :) 인테리어 데코용으로 고급진 느낌 내실 수 있을 것 같습니다🎀
쿨거래 희망하고, 유리병인것 같아서 되도록 지양하고 싶지만, 원하시면 편의점택배(GS)로 보내드릴 수 있습니다 :)
(택배지는 부담하셔야 합니다:))
구매 원하시면 채팅으로 부탁드립니다🍀",생활/주방,판매중,성남시 분당구 운중동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840982152,2024-10-02 12:29:31,속초 체스터톤스호텔 금일숙박팔아요,90,8,"40,000원","https://img.kr.gcp-karroter.net/origin/article/202410/4a5c6193f2784205208ca4d39dac9c2b3f939b7d64816c12de0068e72f85a69a.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/01592bcf90921a6e104a3b51e265705b78372b311085bea4b8810d182ecaea16.jpg?f=webp&q=95&s=1440x1440&t=inside","2024년10월2일 금일.숙박권 팝니다
원룸스탠다드더블룸",티켓/교환권,판매중,동대문구 장안동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840979733,2024-10-02 12:25:31,하남 씨엘 호텔 대실,51,0,"30,000원",https://img.kr.gcp-karroter.net/origin/article/202410/7c85892db803e69ba09142233681bd2a3dcb2aee73185a45d8758319ec31f698.jpg?f=webp&q=95&s=1440x1440&t=inside,"하남 씨엘 CL 호텔 오늘 10월 2일 수요일 6시간 대실 (오 후 3시부터 9시까지) 
비지니스룸 원가 3만5천원 3만원에 팝니다! 
급한 일이 생겨서 놀러 못 갈것 같은데 취소가 불가능해서 양도합니다 
빠른 거래시 네고 가능합니다!",티켓/교환권,판매중,강동구 강일동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840974926,2024-10-02 12:17:31,혜전대학호텔조리학요리도구,31,0,"100,000원","https://img.kr.gcp-karroter.net/origin/article/202410/b886febf4f5137d25637cac75ea0e962fd3a4f3c3f4a1cad15e6dbcbdd2597b5_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/fd95ddd2ff2421b60de92178c7766c5f8f669d52e3c2f92827177275f1cd07e1_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/b886febf4f5137d25637cac75ea0e962fd3a4f3c3f4a1cad15e6dbcbdd2597b5_2.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/b886febf4f5137d25637cac75ea0e962fd3a4f3c3f4a1cad15e6dbcbdd2597b5_3.webp?f=webp&q=95&s=1440x1440&t=inside","아덜이 조리기능사자격증취득시부터
홍성혜전대호텔조리학교
시절에 사용한,요리도구
상태 깨끗 양호합니다
원하는가격이 잇으면톡주세요
내고원하시면요",생활/주방,판매중,예산군 고덕면,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840974261,2024-10-02 12:16:31,10월 3일~4일 목요일 울산 호텔 현대 바이 라한 울산,47,0,"40,000원",https://img.kr.gcp-karroter.net/origin/article/202410/6445685549064f0aa16a007e845e3376271821fe2560f2bbf41a0807eb78408d_0.webp?f=webp&q=95&s=1440x1440&t=inside,"연휴로 10월3~4일 1박 여행가려다가 취소되었는데
해당 예약이 취소 및 환불불가 예약이라 가격대 많이 낮춰서 올려요 ㅠㅠ
106000원 으로 아고다에서 예약했고요
어플 상에서는 4성급으로 표기되어있는데 실제로는 3성급 비지니스 호텔일거 같아요
디럭스더블 퀸베드 1개  시티뷰 방입니다! (조식 미포함)
싸게 올려드리니 가져가실분 가져가세요~",티켓/교환권,판매중,동대문구 용두동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840973667,2024-10-02 12:15:31,대하먹기 좋은 영종도 구읍뱃터 오션파크나인 호텔숙박권,107,7,"20,000원","https://img.kr.gcp-karroter.net/origin/article/202410/edb91685060d5f0108c0ea505d13bd1d7dfbe366a7e5c52e9c48fdab2b0c9b9f.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/74d5222e845357ae801b66debb15d8c0db3b9e33df5b87eb605d0d691a652f2b.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/3d1eeef2aad40fd26caaa34b4f53edd9f1e38398685125d338b908ee48172535.jpg?f=webp&q=95&s=1440x1440&t=inside","10월2일 ~10월3일 숙박권 
부득이한 사정으로 판매합니다
현재구매가 6만원인데 2만원에 팝니다
장소: 구읍뱃터 영종도 오션파크나인
대하먹기 좋은곳 입니더",티켓/교환권,판매중,과천시 문원동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840970109,2024-10-02 11:54:31,호텔수건 40수 코마사 170g×10장,67,2,"28,000원","https://img.kr.gcp-karroter.net/origin/article/202410/f7371789022f20606fad57f948683cf4a0d5e49a383cf9528143db6260401d28_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/f7371789022f20606fad57f948683cf4a0d5e49a383cf9528143db6260401d28_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/f7371789022f20606fad57f948683cf4a0d5e49a383cf9528143db6260401d28_2.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/f7371789022f20606fad57f948683cf4a0d5e49a383cf9528143db6260401d28_3.webp?f=webp&q=95&s=1440x1440&t=inside","수건 도톰한 편입니다.
세균번식때문에 1년 정도
쓴 후 갈아주면 좋타합니다.
5장을 쓸까하다 그냥 같이 팝니다.",생활/주방,판매중,달서구 도원동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840966492,2024-10-02 11:54:31,10.3-10.4  속초씨쿠르즈호텔 숙박권,80,5,"150,000원","https://img.kr.gcp-karroter.net/origin/article/202410/fb7260b774a30388e261ac8c082b3c5d0386b609033e6388fbbb6f7a2243b738_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/fb7260b774a30388e261ac8c082b3c5d0386b609033e6388fbbb6f7a2243b738_1.webp?f=webp&q=95&s=1440x1440&t=inside","10.3-10.4일
속초 씨쿠르즈숙박권입니다
페밀리디럭스권입니다.
급한사정으로 못가게되어
판매합니다.
 이용하실분 채팅주세요",티켓/교환권,판매중,남양주시 다산1동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840962804,2024-10-02 11:54:31,해운대 블루스토리 호텔 3일 체크인 1박 일정 양도 합니다,37,1,"110,000원","https://img.kr.gcp-karroter.net/origin/article/202410/60b91c0a54d2109a7f3db8706c2c9a158e513cb38f337c9de592a2316e1b422b_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/cb71d808181fb620606b535c39c54656e20d477c417de4262ca1daf588d0e77a_1.webp?f=webp&q=95&s=1440x1440&t=inside","해운대 블루스토리 호텔 3일 체크인 1박 일정 양도 합니다
국제영화제 시즌이라 방이 비쌉니다
17만원 주고 예약한 방인데 12만원에 양도 합니다 
약간의 네고도 가능 합니다 연락주세요",티켓/교환권,판매중,강북구 미아동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840958831,2024-10-02 11:54:31,수성호텔 사우나 2장,45,0,"22,000원",https://img.kr.gcp-karroter.net/origin/article/202410/0057e02515a95abbda547d305c2711e8543cad1e7f7f29dd5b583abb6bee0067_0.webp?f=webp&q=95&s=1440x1440&t=inside,"수성호텔 사우나 티켓 입니다.
사우나만 가능하고 장당 22,000원 입니다.",티켓/교환권,판매중,달서구 유천동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840953901,2024-10-02 11:54:31,"신촌 아늑호텔 무한대실, 숙박 양도 10/2",60,2,"70,000원","https://img.kr.gcp-karroter.net/origin/article/202410/8037fdda931823671fda060a3bb82a0b307d91e770ba7e26793ce4922ca1d4bb_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/ae3c932b12c7e3efa8f264ef072addc449fb3aecfbba6f5f66897ef365526940_1.webp?f=webp&q=95&s=1440x1440&t=inside","두 개 합쳐서, 지금부터 입실 가능합니다.
18만원 상당이고요
대실 숙박 각각 따로도 양도 가능하니 채팅주세요",티켓/교환권,판매중,서대문구 창천동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840947673,2024-10-02 11:54:31,프리미엄 호텔식 구스 이불,82,2,"70,000원",https://img.kr.gcp-karroter.net/origin/article/202410/17278355982628ca756fb03a9d6b3037b9604a036d272d3e5469fe1ab4b35398d7c23a9af5e070.jpg?f=webp&q=95&s=1440x1440&t=inside,"프리미엄 구스이불
그레이+화이트 색상이고
사이즈는 180*220 퀸사이즈입니다
이번겨울 한파온다는데 
포근한 구스이불 준비해놓으세요^^
편하게 집으로. 보내드려요.",생활/주방,판매중,강서구 방화제1동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840945507,2024-10-02 11:54:31,인천 마시안해변갯벌체험 근처 호텔권,86,8,"70,000원","https://img.kr.gcp-karroter.net/origin/article/202410/4d7d8ec4f9a6d5ae009a4978324f607f44082726ab4679130f296d0efe1e3979_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/4d7d8ec4f9a6d5ae009a4978324f607f44082726ab4679130f296d0efe1e3979_1.webp?f=webp&q=95&s=1440x1440&t=inside","10월4일~5일   1박2일  숙박권 인계원하시는분.
마시안해변갯벌체험  하러 가려고 예약한건데  아이가 감기  초기라  불안해서 안가려고해요
결제완료 상태고  입금주시면 바로 예약번호드릴께요",티켓/교환권,판매중,은평구 역촌동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840940267,2024-10-02 10:54:31,강릉 세인트존스호텔 10/2~3 (1박),73,6,"150,000원","https://img.kr.gcp-karroter.net/origin/article/202410/15b78562f79bc2135b98e4fd20a26a4fe411923f31e32f81f8dcaef536784124.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/8da11f7c2bce6c6d9e2ef53b87b1c83f03fbe4b653a29b7633ba828772ff3ab0.jpg?f=webp&q=95&s=1440x1440&t=inside","강릉 세인트존스호텔 
슈페리어트윈 마운틴뷰 입니다.
19-20만원정도인데 15만원에 양도합니다.",티켓/교환권,판매중,은평구 응암제3동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840940093,2024-10-02 10:54:31,빌라데바 방콕호텔 숙박 양도 (11월11일~13일 2박),91,7,"400,000원","https://img.kr.gcp-karroter.net/origin/article/202410/358a1be68debaca14e6aaf6b114159eb20a0287ec7eb46e87d76e50b77d7bc69.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/1415b8867b90dc3ecfb1c03c7a62ab591587cc62100b12bd0ffdb12b7bf97223.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/f19477c283c747b9129c5d17667fd3fee46d159c50c28adc9b29e19aaedcdd70.jpg?f=webp&q=95&s=1440x1440&t=inside","빌라데바 방콕 11월11일~13일 2박 양도합니다.
개인사정이 생겨 여행을 못 가게 되서 저렴하게 양도합니다..
11/11 체크인
11/13 체크아웃
디럭스 킹 풀뷰 2인 기준이며 조식 포함입니다!
호텔 측에 예약자명 변경 승인 받아놓은 상태이고, 양도 후 바로 예약자명 변경 요청 해드릴게요",티켓/교환권,판매중,고양시 일산서구 송포동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840935797,2024-10-02 10:54:31,호텔식 구스 이불 180x220cm 1000g,33,0,"70,000원",https://img.kr.gcp-karroter.net/origin/article/202410/172783479172810163d38324fb137728d6f099e3474a5c524c6c0a0a0eb97d514341164aa816b0.jpg?f=webp&q=95&s=1440x1440&t=inside,"김수자 구스이불^^
색상 그레이+화이트
사이즈는  Q이구요  180 * 220입니다!
곧 올 겨울준비 미리하세요
필요하신분께 7만원에 무료택배로 보내드려요",생활/주방,판매중,진주시 하대동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840935739,2024-10-02 10:54:31,10월3일 개천절 오션뷰 진도쏠비치 호텔 1박 양도(선착순1명),139,1,"329,000원","https://img.kr.gcp-karroter.net/origin/article/202410/d68eba951a2a8d94744a18359dd07e2fbbecde1fcfd5e99fa1de4e55dc729a10.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/93c42a30399754dcd7286c7cf7df4bdd9b90ed0cb36a27be2720d66815d6e1ad.jpg?f=webp&q=95&s=1440x1440&t=inside","개천절 당일 입실입니다
뷰는 오션뷰고요 성인4인기준 방입니다
투숙객님 이름으로 양도드립니다",티켓/교환권,판매중,서구 치평동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840935143,2024-10-02 10:54:31,서울불꽃축제날 10월5일 서울가든호텔 4성급 양도,40,1,"280,000원",https://img.kr.gcp-karroter.net/origin/article/202410/5955b4c09ef625f811a5d01e74d544058a3bab6b1f83d8fed3814d24e5f1b86b_0.webp?f=webp&q=95&s=1440x1440&t=inside,"서울가든호텔 세계불꽃축제 당일인 10월5일자 양도합니다
(10.5 토요일 체크인 10.6 체크아웃)
여의도 불꽃축제 위치랑 가깝고
호텔 근처에서 매우 잘보이는 곳입니다.
배정 층수는 4~12층 예정입니다.
스탠다드 트윈이고 주차가능합니다.
아고다 최저가 30-31만원이고 그 날짜 현재 객실 전체 매진입니다.
건강문제로 못가게 되서 안팔리면 환불 예정입니다.
기한이 정해져있어서 환불, 교환 안됩니다",티켓/교환권,판매중,용인시 수지구 성복동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840930609,2024-10-02 10:54:31,속초 라마다호텔 숙박권,146,4,"300,000원",https://img.kr.gcp-karroter.net/origin/article/202410/ec889258590cd7a63339a82f56c5cb6e4bed7f6267bc4b41414f8ab94f6ba030.jpg?f=webp&q=95&s=1440x1440&t=inside,"일정 급하게 취소되어 양도 합니다.
2024.10.02~10.04
2박 30만원",티켓/교환권,판매중,의정부시 민락동,,,,,,,,,
